Record ID,Status,Termination Date,Hire Date,Birthdate,Marital Status,Gender,Highest Education,Termination Reason
217,Terminated,02/17/2019,01/22/2018,03/11/1973,M,F - Female,A - Not Indic,Voluntary-Dissatisfied with SW
218,Terminated,07/17/2019,03/05/2018,05/14/1999,S,M - Male,A - Not Indic,Voluntary-No Call/No Show
219,Terminated,08/13/2019,06/21/2018,10/20/1998,S,F - Female,A - Not Indic,Voluntary-No Reason Given
220,Terminated,03/20/2020,10/03/2011,07/08/1993,S,M - Male,A - Not Indic,Voluntary-Another Job
221,Terminated,08/03/2019,05/09/2011,05/03/1962,S,M - Male,A - Not Indic,Voluntary-Another Job
222,Terminated,07/19/2019,06/16/2004,01/22/1977,S,F - Female,A - Not Indic,Voluntary-Personal Reasons
223,Terminated,02/27/2020,02/07/2005,09/16/1956,S,F - Female,A - Not Indic,Voluntary-Health
224,Terminated,06/19/2019,11/07/2011,02/14/1957,S,M - Male,A - Not Indic,Voluntary-Health
225,Terminated,05/01/2019,08/18/2014,11/23/1972,M,F - Female,A - Not Indic,Voluntary-Another Job
226,Terminated,02/13/2019,05/18/2015,08/26/1994,S,F - Female,A - Not Indic,Voluntary-Another Job
227,Terminated,09/12/2019,07/20/2016,05/14/1988,S,M - Male,A - Not Indic,Voluntary-Dissatisfied with SW
228,Terminated,06/12/2019,08/03/2017,04/15/1993,S,M - Male,A - Not Indic,Voluntary-Dissatisfied with SW
229,Terminated,10/25/2019,09/11/2017,08/31/1988,S,M - Male,A - Not Indic,Voluntary-Reloc/Move
230,Terminated,10/25/2019,09/11/2017,04/12/1989,S,M - Male,A - Not Indic,Voluntary-Reloc/Move
231,Terminated,09/03/2019,04/09/2018,11/10/1964,M,M - Male,A - Not Indic,Voluntary-Personal Reasons
232,Terminated,10/24/2019,05/24/2018,02/06/1997,S,M - Male,A - Not Indic,Voluntary-Reloc/Move
233,Terminated,12/10/2019,06/05/2018,06/29/1988,M,F - Female,A - Not Indic,Voluntary-No Call/No Show
234,Terminated,11/19/2019,08/23/2018,05/10/1994,S,F - Female,A - Not Indic,Voluntary-No Call/No Show
235,Terminated,05/06/2019,09/20/2018,04/05/1998,S,F - Female,A - Not Indic,Voluntary-No Call/No Show
236,Terminated,08/03/2019,12/12/2018,11/13/1965,M,M - Male,A - Not Indic,Voluntary-Dissatisfied with SW
237,Terminated,07/02/2019,09/15/2014,05/17/1991,D,F - Female,A - Not Indic,Voluntary-Dissatisfied with SW
238,Terminated,01/31/2020,04/15/2015,01/26/1996,S,F - Female,A - Not Indic,Voluntary-Another Job
239,Terminated,03/22/2019,08/09/2016,08/25/1994,N,F - Female,A - Not Indic,Voluntary-No Child Care
240,Terminated,09/13/2019,05/08/2017,11/27/1971,S,F - Female,A - Not Indic,Voluntary-Dissatisfied with SW
241,Terminated,08/22/2019,06/19/2017,03/15/1975,M,F - Female,A - Not Indic,Voluntary-Reloc/Move
242,Terminated,12/09/2019,08/02/2017,02/03/1996,M,F - Female,A - Not Indic,Voluntary-Reloc/Move
243,Terminated,04/02/2019,11/20/2017,07/20/1966,M,M - Male,A - Not Indic,Voluntary-Dissatisfied with SW
244,Terminated,05/24/2019,02/20/2018,07/09/1989,M,F - Female,A - Not Indic,Voluntary-Personal Reasons
245,Terminated,01/18/2019,03/07/2018,03/20/1997,S,M - Male,A - Not Indic,Voluntary-Personal Reasons
246,Terminated,08/02/2019,04/05/2018,01/13/1969,M,M - Male,A - Not Indic,Voluntary-Personal Reasons
247,Terminated,02/12/2020,07/03/2018,03/31/1990,D,F - Female,A - Not Indic,Voluntary-Reloc/Move
248,Terminated,04/02/2019,07/17/2018,08/23/1969,M,F - Female,A - Not Indic,Voluntary-Dissatisfied with SW
249,Terminated,12/23/2019,07/20/2018,11/30/1999,S,M - Male,A - Not Indic,Voluntary-No Reason Given
250,Terminated,02/08/2019,08/06/2018,04/26/1994,S,M - Male,A - Not Indic,Voluntary-Dissatisfied with SW
251,Terminated,05/07/2019,09/04/2018,05/06/1984,S,F - Female,A - Not Indic,Voluntary-Reloc/Move
252,Terminated,01/30/2020,12/12/2018,11/26/1978,M,F - Female,A - Not Indic,Voluntary-Reloc/Move
253,Terminated,12/06/2019,10/14/1997,03/10/1954,S,F - Female,A - Not Indic,Voluntary-Another Job
254,Terminated,05/10/2019,10/07/2014,08/18/1977,M,F - Female,A - Not Indic,Voluntary-Illness in Family
255,Terminated,08/14/2019,10/27/2014,06/04/1977,M,F - Female,A - Not Indic,Voluntary-Dissatisfied with SW
256,Terminated,03/08/2019,06/21/2015,07/08/1968,S,M - Male,A - Not Indic,Voluntary-Dissatisfied with SW
257,Terminated,07/07/2019,07/31/2017,08/28/1974,M,F - Female,A - Not Indic,Voluntary-No Call/No Show
258,Terminated,10/18/2019,08/28/2017,12/21/1984,S,F - Female,A - Not Indic,Voluntary-Another Job
259,Terminated,05/08/2019,05/16/2016,03/19/1982,N,M - Male,A - Not Indic,Voluntary-Another Job
260,Terminated,05/07/2019,03/16/2018,05/19/1996,S,M - Male,A - Not Indic,Voluntary-No Call/No Show
261,Terminated,05/17/2019,06/22/2015,02/21/1994,S,M - Male,A - Not Indic,Voluntary-Another Job
262,Terminated,07/29/2019,04/08/2019,08/28/1985,M,N - Not Spec,A - Not Indic,Voluntary-Personal Reasons
263,Terminated,02/27/2020,10/07/2019,06/25/1992,S,M - Male,A - Not Indic,Voluntary-No Call/No Show
264,Terminated,01/18/2019,09/10/2012,12/10/1972,S,M - Male,A - Not Indic,Voluntary-Another Job
265,Terminated,12/04/2019,05/01/2019,04/27/1983,M,F - Female,I - Master's,Voluntary-Another Job
266,Terminated,11/01/2019,11/01/2011,08/21/1958,M,F - Female,A - Not Indic,Voluntary-Another Job
267,Terminated,09/27/2019,07/28/2001,07/02/1980,S,F - Female,A - Not Indic,Voluntary-No Reason Given
268,Terminated,01/24/2020,04/10/2006,10/24/1967,S,M - Male,A - Not Indic,Retire-Early
269,Terminated,06/14/2019,02/27/2017,04/20/1995,S,F - Female,A - Not Indic,Voluntary-Dissatisfied with SW
270,Terminated,02/08/2019,10/09/2017,04/15/1992,S,F - Female,F - 2-Yr Coll,Voluntary-Another Job
271,Terminated,05/31/2019,03/12/2018,04/14/1982,S,F - Female,A - Not Indic,Voluntary-Another Job
272,Terminated,08/16/2019,07/11/2018,10/14/1991,S,M - Male,A - Not Indic,Voluntary-No Call/No Show
273,Terminated,03/20/2020,01/28/2008,08/15/1984,S,F - Female,G - Bachelor's,Voluntary-Reloc/Move
274,Terminated,01/11/2019,04/17/2017,02/18/1989,S,M - Male,A - Not Indic,Voluntary-Another Job
275,Terminated,01/17/2020,05/19/2000,11/15/1958,M,M - Male,A - Not Indic,Voluntary-Another Job
276,Terminated,11/01/2019,06/08/2015,01/09/1993,S,M - Male,A - Not Indic,Voluntary-Another Job
277,Terminated,02/28/2020,12/05/2016,04/09/1991,S,M - Male,A - Not Indic,Voluntary-Another Job
278,Terminated,01/24/2020,05/20/2019,09/05/1981,S,M - Male,I - Master's,Voluntary-Another Job
279,Terminated,12/26/2019,10/20/2014,10/03/1989,S,M - Male,A - Not Indic,Voluntary-Another Job
280,Terminated,07/12/2019,08/22/2016,04/11/1991,M,M - Male,A - Not Indic,Voluntary-Another Job
281,Terminated,12/06/2019,10/03/2016,10/15/1974,S,M - Male,A - Not Indic,Voluntary-Another Job
282,Terminated,08/09/2019,08/06/2018,01/06/1966,M,M - Male,G - Bachelor's,Voluntary-Another Job
283,Terminated,01/03/2020,11/03/2014,05/29/1970,M,M - Male,A - Not Indic,Voluntary-Another Job
284,Terminated,04/02/2019,09/06/2005,09/13/1947,M,M - Male,A - Not Indic,Voluntary-Personal Reasons
285,Terminated,02/22/2019,09/28/2015,09/19/1959,M,F - Female,A - Not Indic,Voluntary-Personal Reasons
286,Terminated,01/17/2020,05/30/2017,08/08/1958,S,F - Female,A - Not Indic,Voluntary-Another Job
287,Terminated,01/02/2020,12/20/1993,06/12/1948,M,M - Male,A - Not Indic,Retire-Normal
288,Terminated,02/14/2020,08/20/2018,07/04/1981,S,M - Male,G - Bachelor's,Voluntary-Reloc/Move
289,Terminated,12/26/2019,04/25/2011,09/15/1974,S,F - Female,A - Not Indic,Voluntary-Another Job
290,Terminated,06/05/2019,07/21/2014,01/07/1987,S,F - Female,A - Not Indic,Voluntary-Another Job
291,Terminated,05/31/2019,02/15/1961,02/05/1934,M,M - Male,A - Not Indic,Retire-Normal
292,Terminated,03/06/2019,07/08/2009,03/15/1993,S,M - Male,A - Not Indic,Voluntary-Another Job
293,Terminated,05/03/2019,05/01/2006,08/12/1979,S,M - Male,A - Not Indic,Voluntary-Another Job
294,Terminated,10/11/2019,09/26/2011,09/10/1985,M,M - Male,A - Not Indic,Voluntary-Personal Reasons
295,Terminated,07/03/2019,04/07/2014,10/04/1985,S,M - Male,A - Not Indic,Voluntary-Another Job
296,Terminated,03/08/2019,06/01/2015,08/05/1980,M,M - Male,A - Not Indic,Voluntary-Another Job
297,Terminated,02/01/2019,05/16/2016,11/27/1995,S,F - Female,A - Not Indic,Voluntary-Another Job
298,Terminated,01/25/2019,11/21/2016,11/25/1976,S,F - Female,C - HS Grad,Voluntary-Another Job
299,Terminated,09/13/2019,04/10/2017,08/25/1984,S,F - Female,C - HS Grad,Voluntary-Reloc/Move
300,Terminated,02/01/2019,07/24/2017,09/12/1988,S,M - Male,G - Bachelor's,Voluntary-No Call/No Show
301,Terminated,05/10/2019,04/12/2018,01/27/1994,S,F - Female,G - Bachelor's,Voluntary-Another Job
302,Terminated,06/06/2019,04/23/2018,01/03/1991,S,F - Female,I - Master's,Voluntary-Personal Reasons
303,Terminated,05/10/2019,05/14/2018,11/28/1987,M,M - Male,F - 2-Yr Coll,Voluntary-Personal Reasons
304,Terminated,07/12/2019,05/29/2018,02/07/1985,S,F - Female,D - Some Coll.,Voluntary-Another Job
305,Terminated,05/31/2019,11/01/2010,04/01/1979,S,F - Female,A - Not Indic,Voluntary-Return To School
306,Terminated,10/22/2019,08/08/2017,09/08/1987,S,M - Male,A - Not Indic,Voluntary-No Call/No Show
307,Terminated,05/17/2019,11/28/2016,04/07/1979,S,F - Female,A - Not Indic,Voluntary-Personal Reasons
308,Terminated,03/07/2019,09/10/2018,10/31/1986,S,F - Female,G - Bachelor's,Voluntary-Another Job
309,Terminated,01/24/2020,08/27/2018,10/16/1971,M,M - Male,I - Master's,Voluntary-Another Job
310,Terminated,06/10/2019,06/03/2019,11/23/1958,M,M - Male,C - HS Grad,Voluntary-Personal Reasons
311,Terminated,08/09/2019,12/19/2005,07/13/1973,M,F - Female,A - Not Indic,Voluntary-Health
312,Terminated,01/03/2020,07/01/2019,08/01/1961,D,M - Male,I - Master's,Voluntary-Dissatisfied with SW
313,Terminated,01/03/2020,01/12/2015,01/19/1987,S,F - Female,A - Not Indic,Voluntary-Another Job
314,Terminated,10/25/2019,05/20/2019,07/31/1997,S,M - Male,G - Bachelor's,Voluntary-Another Job
315,Terminated,03/27/2019,08/25/2004,04/27/1946,M,M - Male,A - Not Indic,Voluntary-Health
316,Terminated,04/18/2019,02/23/2004,10/01/1970,S,M - Male,A - Not Indic,Voluntary-Reloc/Move
317,Terminated,07/01/2019,09/14/2009,07/04/1965,N,M - Male,A - Not Indic,Voluntary-Health
318,Terminated,06/07/2019,02/25/2013,10/02/1952,M,M - Male,A - Not Indic,Voluntary-Health
319,Terminated,09/04/2019,08/26/2013,08/31/1955,M,M - Male,A - Not Indic,Voluntary-Health
320,Terminated,01/14/2019,06/15/2015,12/08/1980,M,M - Male,A - Not Indic,Voluntary-Dissatisfied with SW
321,Terminated,01/31/2019,01/04/2017,12/10/1990,S,F - Female,A - Not Indic,Voluntary-Dissatisfied with SW
322,Terminated,12/11/2019,01/15/2019,11/30/1968,S,M - Male,C - HS Grad,Voluntary-Another Job
323,Terminated,12/02/2019,06/12/2019,07/10/1975,M,M - Male,G - Bachelor's,Voluntary-Another Job
324,Terminated,01/06/2020,10/02/2019,10/15/1971,S,M - Male,G - Bachelor's,Voluntary-No Reason Given
325,Terminated,02/15/2019,03/14/2016,06/01/1993,S,F - Female,A - Not Indic,Voluntary-Personal Reasons
326,Terminated,08/07/2019,01/04/2017,05/15/1990,M,M - Male,A - Not Indic,Voluntary-Health
327,Terminated,11/18/2019,08/12/2019,12/11/1985,S,F - Female,C - HS Grad,Voluntary-Dissatisfied with SW
328,Terminated,02/28/2019,08/01/2007,04/17/1977,N,F - Female,A - Not Indic,Voluntary-Another Job
329,Terminated,06/28/2019,02/18/2013,04/04/1963,M,F - Female,A - Not Indic,Voluntary-Another Job
330,Terminated,01/17/2020,08/05/2019,12/14/1981,M,M - Male,A - Not Indic,Voluntary-Another Job
331,Terminated,04/24/2020,02/24/2020,03/01/1976,S,M - Male,A - Not Indic,Voluntary-Another Job
332,Terminated,03/01/2019,01/04/2011,10/10/1954,N,F - Female,A - Not Indic,Voluntary-Health
333,Terminated,11/15/2019,10/09/2018,10/29/1982,M,F - Female,G - Bachelor's,Voluntary-No Reason Given
334,Terminated,04/12/2019,01/05/2004,03/03/1982,S,M - Male,A - Not Indic,Voluntary-Another Job
335,Terminated,05/29/2019,03/23/2015,02/20/1988,S,M - Male,A - Not Indic,Voluntary-Another Job
336,Terminated,04/02/2020,06/27/1998,12/08/1953,S,F - Female,A - Not Indic,Voluntary-Health
337,Terminated,06/07/2019,09/26/2016,05/08/1989,M,M - Male,A - Not Indic,Voluntary-Another Job
338,Terminated,12/30/2019,06/27/1998,05/15/1947,S,F - Female,A - Not Indic,Retire-Normal
339,Terminated,07/15/2019,12/14/2015,04/27/1974,S,M - Male,A - Not Indic,Voluntary-Another Job
340,Terminated,07/16/2019,03/23/2018,04/02/1982,S,F - Female,A - Not Indic,Voluntary-Another Job
341,Terminated,05/16/2019,03/14/2016,03/06/1985,S,F - Female,A - Not Indic,Voluntary-No Child Care
342,Terminated,03/23/2020,03/13/2019,06/11/1973,S,F - Female,A - Not Indic,Voluntary-Dissatisfied with SW
343,Terminated,02/22/2019,03/03/2015,03/20/1987,S,M - Male,A - Not Indic,Voluntary-Dissatisfied with SW
344,Terminated,02/28/2020,01/28/2019,09/18/1991,M,M - Male,G - Bachelor's,Voluntary-Reloc/Move
345,Terminated,12/03/2019,01/02/2001,10/16/1968,S,M - Male,A - Not Indic,Voluntary-Another Job
346,Terminated,10/04/2019,01/24/2013,10/09/1987,S,M - Male,F - 2-Yr Coll,Voluntary-Another Job
347,Terminated,04/23/2020,07/08/2014,07/20/1974,S,M - Male,C - HS Grad,Voluntary-Health
348,Terminated,05/06/2019,08/31/2015,08/27/1988,N,M - Male,A - Not Indic,Voluntary-No Call/No Show
349,Terminated,12/13/2019,10/26/2015,07/08/1991,N,F - Female,A - Not Indic,Voluntary-Another Job
350,Terminated,08/08/2019,11/16/2015,03/21/1989,N,M - Male,A - Not Indic,Voluntary-Another Job
351,Terminated,09/27/2019,07/11/2016,01/14/1973,N,M - Male,A - Not Indic,Voluntary-Another Job
352,Terminated,06/13/2019,09/17/2017,04/28/1965,M,M - Male,A - Not Indic,Retire-Early
353,Terminated,02/27/2020,07/16/2018,06/18/1990,S,F - Female,A - Not Indic,Voluntary-Another Job
354,Terminated,01/08/2020,07/23/2018,02/26/1969,M,F - Female,C - HS Grad,Voluntary-Health
355,Terminated,05/14/2019,11/26/2018,04/15/1988,S,M - Male,A - Not Indic,Voluntary-Personal Reasons
356,Terminated,01/20/2020,03/04/2019,09/29/1976,M,F - Female,A - Not Indic,Voluntary-Another Job
357,Terminated,05/09/2019,03/04/2019,03/13/1971,S,M - Male,A - Not Indic,Voluntary-Personal Reasons
358,Terminated,07/22/2019,04/08/2019,05/25/2000,S,M - Male,A - Not Indic,Voluntary-Return To School
359,Terminated,11/14/2019,04/08/2019,05/02/1986,S,M - Male,A - Not Indic,Voluntary-No Call/No Show
360,Terminated,07/12/2019,09/21/2015,08/04/1959,N,M - Male,A - Not Indic,Voluntary-Health
361,Terminated,08/21/2019,10/19/2015,09/19/1957,M,M - Male,A - Not Indic,Retire-Normal
362,Terminated,03/13/2020,12/02/2019,05/02/2002,S,F - Female,A - Not Indic,Voluntary-Return To School
363,Terminated,05/02/2019,09/24/2007,04/22/1980,M,F - Female,A - Not Indic,Voluntary-Personal Reasons
364,Terminated,04/04/2019,04/20/2009,03/16/1973,M,F - Female,E - Tech Sch,Voluntary-Another Job
365,Terminated,06/03/2019,06/02/2014,01/09/1992,S,F - Female,D - Some Coll.,Voluntary-Another Job
366,Terminated,01/02/2020,11/03/2014,11/14/1990,S,F - Female,F - 2-Yr Coll,Voluntary-Another Job
367,Terminated,02/19/2019,11/17/2014,09/13/1992,S,F - Female,C - HS Grad,Voluntary-Another Job
368,Terminated,10/10/2019,12/08/2014,03/23/1980,S,M - Male,C - HS Grad,Voluntary-Personal Reasons
369,Terminated,05/02/2019,09/18/2017,12/14/1996,S,F - Female,C - HS Grad,Voluntary-Health
370,Terminated,04/26/2019,12/18/2017,07/14/1986,S,F - Female,C - HS Grad,Voluntary-Another Job
371,Terminated,06/19/2019,12/18/2017,10/27/1994,S,F - Female,C - HS Grad,Voluntary-No Child Care
372,Terminated,02/01/2019,02/12/2018,08/23/1997,S,F - Female,D - Some Coll.,Voluntary-Another Job
373,Terminated,05/10/2019,04/02/2018,09/17/1971,M,F - Female,C - HS Grad,Voluntary-No Call/No Show
374,Terminated,03/01/2019,06/26/2018,01/11/1989,S,F - Female,D - Some Coll.,Voluntary-Another Job
375,Terminated,02/21/2019,08/06/2018,03/05/1977,S,F - Female,C - HS Grad,Voluntary-Another Job
376,Terminated,12/27/2019,10/15/2018,08/09/1993,S,M - Male,C - HS Grad,Voluntary-Another Job
377,Terminated,01/09/2019,10/30/2018,09/04/1970,M,F - Female,F - 2-Yr Coll,Voluntary-Health
378,Terminated,04/26/2019,10/30/2018,02/14/1998,S,F - Female,D - Some Coll.,Voluntary-Another Job
379,Terminated,09/13/2019,03/12/2019,02/07/2000,S,F - Female,C - HS Grad,Voluntary-Personal Reasons
380,Terminated,11/04/2019,03/12/2019,10/29/1996,S,F - Female,C - HS Grad,Voluntary-Personal Reasons
381,Terminated,10/18/2019,04/30/2019,12/04/1983,M,F - Female,D - Some Coll.,Voluntary-Another Job
382,Terminated,06/13/2019,04/30/2019,05/06/1993,S,M - Male,C - HS Grad,Voluntary-Another Job
383,Terminated,08/05/2019,05/22/2019,12/24/1978,M,F - Female,C - HS Grad,Voluntary-Personal Reasons
384,Terminated,09/18/2019,06/18/2019,12/13/1979,E,M - Male,G - Bachelor's,Voluntary-Health
385,Terminated,11/05/2019,11/04/2019,09/28/1993,S,F - Female,C - HS Grad,Voluntary-Personal Reasons
386,Terminated,05/24/2019,07/10/2017,03/16/1991,S,M - Male,F - 2-Yr Coll,Voluntary-Another Job
387,Terminated,04/30/2019,02/15/2010,03/20/1982,M,F - Female,A - Not Indic,Voluntary-No Child Care
388,Terminated,10/09/2019,12/03/2001,03/12/1960,S,F - Female,E - Tech Sch,Voluntary-Health
389,Terminated,02/08/2019,02/09/1998,01/06/1953,M,F - Female,G - Bachelor's,Retire-Normal
390,Terminated,01/09/2019,04/22/2013,12/18/1968,S,F - Female,F - 2-Yr Coll,Voluntary-Health
391,Terminated,04/30/2019,01/25/2016,10/19/1990,S,M - Male,G - Bachelor's,Voluntary-Personal Reasons
392,Terminated,03/06/2020,05/13/1996,03/09/1958,M,F - Female,C - HS Grad,Retire-Early
393,Terminated,10/21/2019,09/13/2010,04/20/1985,S,M - Male,A - Not Indic,Voluntary-No Reason Given
394,Terminated,04/15/2019,08/12/2013,08/26/1970,S,M - Male,D - Some Coll.,Voluntary-No Reason Given
395,Terminated,06/07/2019,08/11/2014,11/20/1985,S,F - Female,F - 2-Yr Coll,Voluntary-Another Job
396,Terminated,02/22/2019,10/12/2015,04/11/1986,S,M - Male,D - Some Coll.,Voluntary-Another Job
397,Terminated,01/09/2019,10/24/2016,06/19/1990,S,F - Female,D - Some Coll.,Voluntary-Another Job
398,Terminated,03/29/2019,11/14/2016,01/18/1971,M,F - Female,C - HS Grad,Voluntary-Another Job
399,Terminated,02/04/2019,06/19/2017,07/03/1992,M,F - Female,G - Bachelor's,Voluntary-Personal Reasons
400,Terminated,05/28/2019,02/12/2018,09/03/1976,M,F - Female,C - HS Grad,Voluntary-Personal Reasons
401,Terminated,02/19/2019,04/30/2018,10/07/1998,S,F - Female,C - HS Grad,Voluntary-Another Job
402,Terminated,02/21/2019,04/30/2018,09/17/1999,S,M - Male,C - HS Grad,Voluntary-Another Job
403,Terminated,02/07/2020,06/11/2018,06/11/1996,S,F - Female,D - Some Coll.,Voluntary-Another Job
404,Terminated,09/18/2019,03/04/2019,05/01/1999,S,M - Male,C - HS Grad,Voluntary-No Call/No Show
405,Terminated,02/14/2020,03/12/2019,09/06/1997,M,F - Female,D - Some Coll.,Voluntary-No Child Care
406,Terminated,08/22/2019,06/18/2019,06/07/2001,S,M - Male,C - HS Grad,Voluntary-Personal Reasons
407,Terminated,12/18/2019,11/04/2019,12/20/1997,S,F - Female,D - Some Coll.,Voluntary-Health
408,Terminated,01/02/2020,11/04/2019,08/18/1970,M,F - Female,C - HS Grad,Voluntary-Another Job
409,Terminated,07/18/2019,03/18/2019,09/14/1957,M,M - Male,I - Master's,Voluntary-No Reason Given
410,Terminated,02/15/2019,06/20/2016,04/15/1965,S,M - Male,G - Bachelor's,Voluntary-Personal Reasons
411,Terminated,01/07/2020,11/15/2018,11/20/1964,M,F - Female,A - Not Indic,Voluntary-No Call/No Show
412,Terminated,04/17/2020,11/15/2018,04/05/1958,M,M - Male,A - Not Indic,Voluntary-No Reason Given
413,Terminated,01/14/2020,11/15/2018,12/16/1962,M,M - Male,A - Not Indic,Voluntary-No Reason Given
414,Terminated,02/25/2019,08/13/2015,01/22/1980,S,F - Female,A - Not Indic,Voluntary-No Reason Given
415,Terminated,04/17/2019,11/15/2018,03/03/1993,S,F - Female,A - Not Indic,Voluntary-No Call/No Show
416,Terminated,10/25/2019,11/15/2018,08/03/1968,S,F - Female,A - Not Indic,Voluntary-No Call/No Show
417,Terminated,02/25/2019,11/15/2018,12/28/1977,M,F - Female,A - Not Indic,Voluntary-No Reason Given
418,Terminated,03/14/2019,03/04/2019,05/08/1976,S,F - Female,A - Not Indic,Voluntary-Personal Reasons
419,Terminated,06/03/2019,03/08/2019,01/02/1967,S,F - Female,A - Not Indic,Voluntary-No Reason Given
420,Terminated,05/15/2019,05/08/2019,08/08/1986,M,F - Female,A - Not Indic,Voluntary-No Reason Given
421,Terminated,08/13/2019,08/06/2019,04/21/1971,M,F - Female,A - Not Indic,Voluntary-No Call/No Show
422,Terminated,01/09/2020,08/28/2019,07/19/1995,S,F - Female,A - Not Indic,Voluntary-No Call/No Show
423,Terminated,02/28/2020,04/04/2003,11/23/1980,S,F - Female,A - Not Indic,Voluntary-No Call/No Show
424,Terminated,10/25/2019,11/15/2018,03/12/1960,M,F - Female,A - Not Indic,Voluntary-No Call/No Show
425,Terminated,01/09/2020,11/15/2018,12/02/1968,M,F - Female,A - Not Indic,Voluntary-No Reason Given
426,Terminated,07/30/2019,11/15/2018,11/25/1962,S,F - Female,A - Not Indic,Voluntary-No Reason Given
427,Terminated,10/07/2019,11/15/2018,07/07/1962,S,F - Female,A - Not Indic,Voluntary-No Call/No Show
428,Terminated,01/09/2019,11/15/2018,10/04/1996,S,M - Male,A - Not Indic,Voluntary-No Reason Given
429,Terminated,12/09/2019,11/15/2018,03/15/1963,M,F - Female,A - Not Indic,Voluntary-No Reason Given
430,Terminated,08/05/2019,11/15/2018,02/28/1997,S,M - Male,A - Not Indic,Voluntary-No Reason Given
