Record ID,Status,Termination Date,Hire Date,Birthdate,Marital Status,Gender,Highest Education,Termination Reason
431,Terminated,07/30/2019,05/22/2017,05/26/1986,M,F - Female,A - Not Indic,Voluntary-No Reason Given
432,Terminated,03/16/2020,11/15/2018,10/25/1968,M,F - Female,A - Not Indic,Voluntary-No Reason Given
433,Terminated,07/01/2019,11/15/2018,09/18/1983,S,M - Male,A - Not Indic,Voluntary-No Reason Given
434,Terminated,08/07/2019,11/15/2018,04/13/1971,S,F - Female,A - Not Indic,Voluntary-No Reason Given
435,Terminated,02/18/2019,11/15/2018,07/10/1993,S,F - Female,A - Not Indic,Voluntary-Illness in Family
436,Terminated,08/13/2019,11/15/2018,02/27/1992,S,F - Female,A - Not Indic,Voluntary-No Reason Given
437,Terminated,03/11/2019,11/15/2018,04/09/1961,M,M - Male,A - Not Indic,Voluntary-No Reason Given
438,Terminated,02/13/2019,02/11/2019,09/30/1979,N,M - Male,A - Not Indic,Voluntary-No Reason Given
439,Terminated,07/02/2019,05/08/2019,01/03/1964,M,M - Male,A - Not Indic,Voluntary-No Call/No Show
440,Terminated,10/03/2019,05/20/2019,05/16/1994,S,F - Female,A - Not Indic,Voluntary-No Reason Given
441,Terminated,10/25/2019,06/27/2019,02/12/1971,S,M - Male,A - Not Indic,Voluntary-No Call/No Show
442,Terminated,11/06/2019,07/01/2019,08/12/1974,S,F - Female,A - Not Indic,Voluntary-No Reason Given
443,Terminated,02/07/2020,07/08/2019,01/21/1976,S,F - Female,A - Not Indic,Voluntary-No Reason Given
444,Terminated,10/18/2019,07/09/2019,10/05/1973,S,F - Female,A - Not Indic,Voluntary-No Reason Given
445,Terminated,10/07/2019,07/31/2019,02/26/2000,S,F - Female,A - Not Indic,Voluntary-No Call/No Show
446,Terminated,01/22/2020,09/03/2019,04/05/1999,S,F - Female,A - Not Indic,Voluntary-Personal Reasons
447,Terminated,11/15/2019,09/20/2019,12/27/1990,S,F - Female,A - Not Indic,Voluntary-No Reason Given
448,Terminated,10/21/2019,09/20/2019,11/14/1996,S,M - Male,A - Not Indic,Voluntary-No Reason Given
449,Terminated,01/28/2020,10/01/2019,01/04/1998,S,F - Female,A - Not Indic,Voluntary-No Call/No Show
450,Terminated,11/25/2019,10/02/2019,05/10/1984,S,F - Female,A - Not Indic,Voluntary-No Reason Given
451,Terminated,11/15/2019,10/15/2019,12/28/1979,M,F - Female,A - Not Indic,Voluntary-No Reason Given
452,Terminated,10/31/2019,10/21/2019,12/19/1991,S,M - Male,A - Not Indic,Voluntary-No Reason Given
453,Terminated,01/28/2020,10/22/2019,12/09/1964,S,F - Female,A - Not Indic,Voluntary-No Call/No Show
454,Terminated,02/07/2020,10/23/2019,09/14/2001,S,M - Male,A - Not Indic,Voluntary-No Call/No Show
455,Terminated,01/14/2020,11/21/2019,10/18/1995,S,M - Male,A - Not Indic,Voluntary-No Reason Given
456,Terminated,01/03/2020,11/22/2019,12/28/2000,S,M - Male,A - Not Indic,Voluntary-No Reason Given
457,Terminated,12/02/2019,11/25/2019,04/12/1969,M,M - Male,A - Not Indic,Voluntary-No Reason Given
458,Terminated,12/03/2019,11/26/2019,03/12/2001,S,M - Male,A - Not Indic,Voluntary-No Call/No Show
459,Terminated,01/24/2020,01/07/2020,04/06/1980,M,F - Female,A - Not Indic,Voluntary-No Call/No Show
460,Terminated,01/24/2020,01/08/2020,07/04/1994,S,F - Female,A - Not Indic,Voluntary-No Call/No Show
461,Terminated,03/27/2020,01/09/2020,03/13/2000,S,M - Male,A - Not Indic,Voluntary-No Reason Given
462,Terminated,02/10/2020,02/05/2020,12/12/1978,S,F - Female,A - Not Indic,Voluntary-No Reason Given
463,Terminated,07/31/2019,11/15/2018,07/16/1969,M,F - Female,A - Not Indic,Voluntary-No Reason Given
464,Terminated,03/17/2020,11/15/2018,03/19/1958,M,F - Female,A - Not Indic,Retire-Early
465,Terminated,03/06/2020,07/16/2012,09/16/1960,S,F - Female,A - Not Indic,Voluntary-No Reason Given
466,Terminated,11/08/2019,11/15/2018,03/17/1966,M,M - Male,A - Not Indic,Voluntary-No Reason Given
467,Terminated,09/16/2019,11/15/2018,04/18/1964,S,F - Female,A - Not Indic,Voluntary-No Reason Given
468,Terminated,01/20/2020,11/15/2018,08/04/1976,M,F - Female,A - Not Indic,Voluntary-No Reason Given
469,Terminated,04/13/2020,11/15/2018,10/15/1970,S,F - Female,A - Not Indic,Voluntary-Personal Reasons
470,Terminated,07/21/2019,11/15/2018,05/31/1974,M,F - Female,A - Not Indic,Voluntary-No Reason Given
471,Terminated,04/17/2020,11/15/2018,12/20/1961,M,F - Female,A - Not Indic,Voluntary-No Reason Given
472,Terminated,03/15/2019,11/15/2018,02/09/1945,M,M - Male,A - Not Indic,Retire-Early
473,Terminated,06/21/2019,11/15/2018,04/07/1959,S,F - Female,A - Not Indic,Voluntary-No Reason Given
474,Terminated,04/17/2020,11/15/2018,05/30/1998,S,F - Female,A - Not Indic,Voluntary-No Reason Given
475,Terminated,08/02/2019,11/15/2018,07/03/1967,M,M - Male,A - Not Indic,Voluntary-No Reason Given
476,Terminated,04/09/2020,11/15/2018,01/03/1963,M,F - Female,A - Not Indic,Voluntary-Personal Reasons
477,Terminated,01/06/2020,11/15/2018,04/01/1996,S,F - Female,A - Not Indic,Voluntary-No Reason Given
478,Terminated,12/09/2019,11/15/2018,10/10/1968,M,F - Female,A - Not Indic,Voluntary-No Reason Given
479,Terminated,01/25/2019,11/15/2018,01/13/1994,S,M - Male,A - Not Indic,Voluntary-No Call/No Show
480,Terminated,08/29/2019,11/15/2018,02/02/1967,S,F - Female,A - Not Indic,Voluntary-No Reason Given
481,Terminated,12/24/2019,11/15/2018,02/24/1973,M,F - Female,A - Not Indic,Voluntary-No Reason Given
482,Terminated,12/06/2019,11/15/2018,10/28/1973,M,F - Female,A - Not Indic,Voluntary-No Reason Given
483,Terminated,04/08/2020,12/21/2018,04/10/1972,N,F - Female,A - Not Indic,Voluntary-No Child Care
484,Terminated,10/11/2019,01/14/2019,07/16/1962,S,M - Male,A - Not Indic,Voluntary-No Reason Given
485,Terminated,10/11/2019,01/23/2019,10/13/1984,S,M - Male,A - Not Indic,Voluntary-No Reason Given
486,Terminated,04/17/2019,01/23/2019,11/29/1991,S,M - Male,A - Not Indic,Voluntary-No Reason Given
487,Terminated,03/25/2019,01/24/2019,02/16/1992,S,M - Male,A - Not Indic,Voluntary-Reloc/Move
488,Terminated,09/10/2019,02/27/2019,06/05/1996,S,F - Female,A - Not Indic,Voluntary-No Reason Given
489,Terminated,06/12/2019,03/04/2019,12/22/1997,S,M - Male,A - Not Indic,Voluntary-No Reason Given
490,Terminated,08/16/2019,03/04/2019,04/07/1977,S,F - Female,A - Not Indic,Voluntary-No Reason Given
491,Terminated,08/05/2019,03/04/2019,08/30/1999,S,F - Female,A - Not Indic,Voluntary-No Reason Given
492,Terminated,11/08/2019,03/04/2019,07/10/1997,S,M - Male,A - Not Indic,Voluntary-No Reason Given
493,Terminated,04/25/2019,03/04/2019,07/20/1984,S,M - Male,A - Not Indic,Voluntary-No Reason Given
494,Terminated,03/29/2019,03/25/2019,07/04/1997,S,F - Female,A - Not Indic,Voluntary-No Call/No Show
495,Terminated,04/01/2019,03/25/2019,06/26/1986,S,F - Female,A - Not Indic,Voluntary-No Child Care
496,Terminated,03/29/2019,03/25/2019,05/03/1978,M,M - Male,A - Not Indic,Voluntary-No Call/No Show
497,Terminated,03/29/2019,03/25/2019,06/19/1996,S,F - Female,A - Not Indic,Voluntary-No Reason Given
498,Terminated,03/29/2019,03/25/2019,03/21/1978,S,F - Female,A - Not Indic,Voluntary-No Call/No Show
499,Terminated,12/17/2019,03/25/2019,07/17/1972,M,F - Female,A - Not Indic,Voluntary-No Reason Given
500,Terminated,03/29/2019,03/25/2019,12/11/1999,S,M - Male,A - Not Indic,Voluntary-No Call/No Show
501,Terminated,03/27/2019,03/26/2019,01/16/1984,S,M - Male,A - Not Indic,Voluntary-No Reason Given
502,Terminated,04/08/2019,03/27/2019,07/27/1990,M,F - Female,A - Not Indic,Voluntary-No Reason Given
503,Terminated,06/13/2019,04/01/2019,09/12/1978,S,F - Female,A - Not Indic,Voluntary-No Reason Given
504,Terminated,10/21/2019,04/01/2019,12/03/2000,S,M - Male,A - Not Indic,Voluntary-No Reason Given
505,Terminated,06/21/2019,04/08/2019,05/05/1969,M,F - Female,A - Not Indic,Voluntary-No Reason Given
506,Terminated,05/29/2019,04/08/2019,05/30/1976,S,F - Female,A - Not Indic,Voluntary-No Reason Given
507,Terminated,04/22/2019,04/11/2019,03/29/2000,S,F - Female,A - Not Indic,Voluntary-No Reason Given
508,Terminated,08/29/2019,04/29/2019,12/31/1987,S,F - Female,A - Not Indic,Voluntary-No Call/No Show
509,Terminated,05/15/2019,04/30/2019,10/31/1996,S,M - Male,A - Not Indic,Voluntary-No Reason Given
510,Terminated,08/12/2019,05/08/2019,02/07/1989,M,F - Female,A - Not Indic,Voluntary-No Reason Given
511,Terminated,08/05/2019,05/13/2019,07/23/1993,S,F - Female,A - Not Indic,Voluntary-No Reason Given
512,Terminated,09/23/2019,05/29/2019,08/07/1990,M,F - Female,A - Not Indic,Voluntary-No Reason Given
513,Terminated,07/16/2019,05/29/2019,07/02/1992,M,F - Female,A - Not Indic,Voluntary-No Reason Given
514,Terminated,07/12/2019,06/18/2019,08/31/1995,S,M - Male,A - Not Indic,Voluntary-No Reason Given
515,Terminated,08/02/2019,07/30/2019,08/21/2000,S,M - Male,A - Not Indic,Voluntary-No Reason Given
516,Terminated,09/11/2019,08/05/2019,02/21/1999,S,F - Female,A - Not Indic,Voluntary-No Reason Given
517,Terminated,08/19/2019,08/14/2019,11/18/1950,S,F - Female,A - Not Indic,Voluntary-No Reason Given
518,Terminated,08/29/2019,08/19/2019,02/01/1968,M,F - Female,A - Not Indic,Voluntary-No Call/No Show
519,Terminated,08/22/2019,08/21/2019,01/01/1970,S,F - Female,A - Not Indic,Voluntary-No Reason Given
520,Terminated,09/11/2019,08/22/2019,02/02/1988,S,F - Female,A - Not Indic,Voluntary-No Reason Given
521,Terminated,09/09/2019,08/23/2019,10/19/1965,S,M - Male,A - Not Indic,Voluntary-No Call/No Show
522,Terminated,09/30/2019,09/10/2019,11/06/1994,S,M - Male,A - Not Indic,Voluntary-No Reason Given
523,Terminated,12/05/2019,09/10/2019,07/22/1999,S,F - Female,A - Not Indic,Voluntary-No Call/No Show
524,Terminated,11/04/2019,09/10/2019,02/19/1996,S,F - Female,A - Not Indic,Voluntary-No Reason Given
525,Terminated,12/30/2019,09/23/2019,05/20/1976,M,F - Female,A - Not Indic,Voluntary-No Reason Given
526,Terminated,10/21/2019,09/30/2019,05/01/1999,S,F - Female,A - Not Indic,Voluntary-No Reason Given
527,Terminated,10/18/2019,10/07/2019,09/03/1999,S,F - Female,A - Not Indic,Voluntary-No Reason Given
528,Terminated,12/04/2019,10/07/2019,12/20/1998,S,F - Female,A - Not Indic,Voluntary-No Reason Given
529,Terminated,11/01/2019,10/07/2019,03/08/1999,S,F - Female,A - Not Indic,Voluntary-No Reason Given
530,Terminated,11/25/2019,10/09/2019,06/06/1989,S,F - Female,A - Not Indic,Voluntary-No Reason Given
531,Terminated,10/14/2019,10/09/2019,11/27/2000,S,F - Female,A - Not Indic,Voluntary-No Reason Given
532,Terminated,10/17/2019,10/10/2019,05/15/1981,M,F - Female,A - Not Indic,Voluntary-No Reason Given
533,Terminated,10/21/2019,10/11/2019,01/18/1980,M,F - Female,A - Not Indic,Voluntary-No Reason Given
534,Terminated,10/17/2019,10/14/2019,03/24/1971,S,F - Female,A - Not Indic,Voluntary-No Reason Given
535,Terminated,11/05/2019,10/21/2019,08/17/2000,S,M - Male,A - Not Indic,Voluntary-No Reason Given
536,Terminated,10/23/2019,10/21/2019,02/23/1999,M,F - Female,A - Not Indic,Voluntary-No Reason Given
537,Terminated,01/15/2020,10/28/2019,01/21/2000,S,F - Female,A - Not Indic,Voluntary-No Reason Given
538,Terminated,11/26/2019,10/28/2019,05/18/2000,S,F - Female,A - Not Indic,Voluntary-No Reason Given
539,Terminated,11/08/2019,10/30/2019,03/23/2001,S,F - Female,A - Not Indic,Voluntary-No Reason Given
540,Terminated,01/15/2020,10/30/2019,09/04/1980,S,F - Female,A - Not Indic,Voluntary-No Call/No Show
541,Terminated,11/08/2019,11/04/2019,11/05/1996,S,F - Female,A - Not Indic,Voluntary-No Reason Given
542,Terminated,11/08/2019,11/04/2019,10/25/1999,S,M - Male,A - Not Indic,Voluntary-No Reason Given
543,Terminated,11/08/2019,11/04/2019,10/01/2000,S,F - Female,A - Not Indic,Voluntary-No Reason Given
544,Terminated,12/09/2019,11/14/2019,07/28/1978,M,M - Male,A - Not Indic,Voluntary-No Call/No Show
545,Terminated,02/17/2020,01/08/2020,05/29/1983,M,F - Female,A - Not Indic,Voluntary-No Reason Given
546,Terminated,03/03/2020,02/04/2020,05/27/1995,S,F - Female,A - Not Indic,Voluntary-No Reason Given
547,Terminated,03/03/2020,02/04/2020,09/15/2000,S,M - Male,A - Not Indic,Voluntary-No Reason Given
548,Terminated,03/03/2020,02/04/2020,07/28/1996,S,F - Female,A - Not Indic,Voluntary-No Reason Given
549,Terminated,02/17/2020,02/13/2020,03/22/1970,M,M - Male,A - Not Indic,Voluntary-No Reason Given
550,Terminated,02/27/2020,02/17/2020,10/07/1995,S,M - Male,A - Not Indic,Voluntary-No Call/No Show
551,Terminated,03/10/2020,03/02/2020,06/18/1990,S,M - Male,A - Not Indic,Voluntary-No Call/No Show
552,Terminated,04/17/2020,03/03/2020,01/25/1996,M,M - Male,A - Not Indic,Voluntary-No Reason Given
553,Terminated,03/06/2020,02/26/2020,10/17/1980,M,F - Female,A - Not Indic,Voluntary-No Reason Given
554,Terminated,03/17/2020,03/04/2020,09/24/2000,S,M - Male,A - Not Indic,Voluntary-No Reason Given
555,Terminated,03/13/2020,03/09/2020,09/11/1993,S,F - Female,A - Not Indic,Voluntary-Dissatisfied with SW
556,Terminated,08/21/2019,11/15/2018,07/10/1955,S,F - Female,A - Not Indic,Voluntary-No Reason Given
557,Terminated,01/07/2019,11/15/2018,07/31/1962,M,F - Female,A - Not Indic,Voluntary-No Reason Given
558,Terminated,05/10/2019,11/15/2018,11/10/1976,S,F - Female,A - Not Indic,Voluntary-No Reason Given
559,Terminated,01/16/2019,11/15/2018,09/20/1965,M,M - Male,A - Not Indic,Voluntary-No Reason Given
560,Terminated,07/31/2019,11/15/2018,09/15/1987,S,F - Female,A - Not Indic,Voluntary-No Reason Given
561,Terminated,01/10/2020,11/15/2018,02/28/1988,M,F - Female,A - Not Indic,Voluntary-No Reason Given
562,Terminated,03/29/2019,11/15/2018,10/30/1999,S,M - Male,A - Not Indic,Voluntary-Reloc/Move
563,Terminated,04/09/2019,11/15/2018,08/07/1994,S,M - Male,A - Not Indic,Voluntary-No Reason Given
564,Terminated,04/09/2019,03/04/2019,01/01/1970,S,M - Male,A - Not Indic,Voluntary-No Call/No Show
565,Terminated,12/27/2019,03/19/2019,05/11/1999,S,M - Male,A - Not Indic,Voluntary-No Reason Given
566,Terminated,01/25/2019,11/15/2018,12/11/1958,M,M - Male,A - Not Indic,Voluntary-No Call/No Show
567,Terminated,02/12/2020,11/15/2018,07/22/2000,S,F - Female,A - Not Indic,Voluntary-No Reason Given
568,Terminated,04/09/2019,12/21/2018,08/01/1996,S,M - Male,A - Not Indic,Voluntary-Reloc/Move
569,Terminated,05/22/2019,01/16/2019,12/19/1979,S,M - Male,A - Not Indic,Voluntary-No Call/No Show
570,Terminated,08/19/2019,05/28/2019,03/29/1997,S,M - Male,A - Not Indic,Voluntary-No Reason Given
571,Terminated,06/12/2019,06/06/2019,09/25/1990,S,M - Male,A - Not Indic,Voluntary-No Reason Given
572,Terminated,07/19/2019,06/05/2019,04/20/2000,S,M - Male,A - Not Indic,Voluntary-No Reason Given
573,Terminated,10/31/2019,11/15/2018,01/21/1958,S,M - Male,A - Not Indic,Voluntary-No Reason Given
574,Terminated,03/01/2019,11/15/2018,09/24/1953,S,M - Male,A - Not Indic,Voluntary-No Reason Given
575,Terminated,11/08/2019,11/15/2018,06/27/1995,S,M - Male,A - Not Indic,Voluntary-No Reason Given
576,Terminated,09/16/2019,11/15/2018,11/01/1996,S,M - Male,A - Not Indic,Voluntary-No Reason Given
577,Terminated,07/01/2019,06/24/2019,08/21/2000,S,M - Male,A - Not Indic,Voluntary-No Reason Given
578,Terminated,09/12/2019,07/15/2019,07/20/1996,S,M - Male,A - Not Indic,Voluntary-No Reason Given
579,Terminated,12/03/2019,11/26/2019,12/07/2000,S,M - Male,A - Not Indic,Voluntary-No Call/No Show
580,Terminated,12/03/2019,11/26/2019,09/27/1998,S,M - Male,A - Not Indic,Voluntary-No Call/No Show
581,Terminated,04/17/2020,01/07/2019,07/15/1999,S,M - Male,A - Not Indic,Voluntary-No Reason Given
582,Terminated,05/17/2019,11/15/2018,10/05/1976,S,M - Male,A - Not Indic,Voluntary-No Reason Given
583,Terminated,10/18/2019,11/15/2018,04/17/1968,S,M - Male,A - Not Indic,Voluntary-No Reason Given
584,Terminated,03/02/2020,11/15/2018,04/07/1984,M,M - Male,A - Not Indic,Voluntary-No Reason Given
585,Terminated,02/06/2020,11/15/2018,08/18/1989,S,F - Female,A - Not Indic,Voluntary-Another Job
586,Terminated,07/24/2019,11/15/2018,09/25/1975,S,F - Female,A - Not Indic,Voluntary-No Reason Given
587,Terminated,12/06/2019,11/15/2018,01/16/1984,S,M - Male,A - Not Indic,Voluntary-Reloc/Move
588,Terminated,02/15/2019,11/15/2018,10/31/1962,S,F - Female,A - Not Indic,Voluntary-Another Job
589,Terminated,05/07/2019,11/15/2018,11/17/1997,S,M - Male,A - Not Indic,Voluntary-Personal Reasons
590,Terminated,04/30/2019,04/11/2019,08/05/1996,M,F - Female,A - Not Indic,Voluntary-No Reason Given
591,Terminated,05/17/2019,04/22/2019,01/20/1992,S,F - Female,A - Not Indic,Voluntary-No Call/No Show
592,Terminated,09/27/2019,09/13/2010,03/05/1988,S,M - Male,A - Not Indic,Voluntary-No Reason Given
593,Terminated,06/28/2019,11/15/2018,12/01/1976,M,M - Male,A - Not Indic,Voluntary-No Reason Given
594,Terminated,01/10/2020,07/02/2014,06/08/1987,S,M - Male,A - Not Indic,Voluntary-No Reason Given
595,Terminated,03/01/2019,11/15/2018,05/27/1973,S,M - Male,A - Not Indic,Voluntary-No Reason Given
596,Terminated,06/28/2019,11/15/2018,11/29/1962,S,F - Female,A - Not Indic,Voluntary-No Reason Given
597,Terminated,06/21/2019,11/26/2018,06/17/1971,S,M - Male,A - Not Indic,Voluntary-No Reason Given
598,Terminated,03/11/2019,02/11/2019,07/11/1977,N,F - Female,A - Not Indic,Voluntary-Personal Reasons
599,Terminated,01/10/2019,11/15/2018,07/06/1994,M,F - Female,A - Not Indic,Voluntary-Personal Reasons
600,Terminated,01/14/2019,12/07/2018,07/08/1972,S,F - Female,A - Not Indic,Voluntary-No Call/No Show
601,Terminated,01/25/2019,12/13/2018,07/30/1974,M,F - Female,A - Not Indic,Voluntary-No Call/No Show
602,Terminated,01/08/2019,12/18/2018,11/25/1991,S,F - Female,A - Not Indic,Voluntary-No Call/No Show
603,Terminated,01/11/2019,11/15/2018,03/07/1997,S,M - Male,A - Not Indic,Voluntary-Another Job
604,Terminated,01/25/2019,11/15/2018,10/08/1980,S,F - Female,A - Not Indic,Voluntary-Another Job
605,Terminated,01/07/2019,11/15/2018,08/31/1994,M,F - Female,A - Not Indic,Voluntary-No Call/No Show
606,Terminated,02/20/2019,11/27/2018,05/22/1976,S,F - Female,A - Not Indic,Voluntary-No Call/No Show
607,Terminated,01/18/2019,10/15/2018,09/08/1994,S,F - Female,A - Not Indic,Voluntary-No Reason Given
608,Terminated,01/18/2019,10/15/2018,01/15/1969,M,F - Female,A - Not Indic,Voluntary-No Reason Given
609,Terminated,01/15/2019,01/09/2019,10/24/1991,M,M - Male,A - Not Indic,Voluntary-No Call/No Show
610,Terminated,01/18/2019,01/09/2019,10/27/1961,M,F - Female,A - Not Indic,Voluntary-Personal Reasons
611,Terminated,04/02/2019,01/09/2019,02/16/1990,M,F - Female,A - Not Indic,Voluntary-Health
612,Terminated,01/17/2019,01/10/2019,03/12/1993,S,M - Male,A - Not Indic,Voluntary-Return To School
613,Terminated,01/17/2019,01/09/2019,09/08/2000,S,F - Female,A - Not Indic,Voluntary-No Call/No Show
614,Terminated,01/23/2019,01/21/2019,08/03/1993,S,M - Male,A - Not Indic,Voluntary-Return To School
615,Terminated,01/29/2019,01/28/2019,04/07/1988,S,M - Male,A - Not Indic,Voluntary-No Call/No Show
616,Terminated,03/19/2019,02/26/2019,12/14/1975,S,F - Female,A - Not Indic,Voluntary-No Call/No Show
617,Terminated,04/12/2019,03/28/2019,01/10/2001,S,F - Female,A - Not Indic,Voluntary-No Reason Given
618,Terminated,04/10/2019,04/09/2019,06/29/2000,S,F - Female,A - Not Indic,Voluntary-No Call/No Show
619,Terminated,05/24/2019,05/21/2019,11/07/1975,M,F - Female,A - Not Indic,Voluntary-No Call/No Show
620,Terminated,07/08/2019,11/15/2018,03/05/1975,M,F - Female,A - Not Indic,Voluntary-Personal Reasons
621,Terminated,01/28/2019,11/15/2018,10/20/1956,S,M - Male,A - Not Indic,Voluntary-No Call/No Show
622,Terminated,03/28/2019,11/15/2018,02/15/1961,M,F - Female,A - Not Indic,Voluntary-No Call/No Show
623,Terminated,05/17/2019,11/15/2018,01/15/1973,M,M - Male,A - Not Indic,Voluntary-No Call/No Show
624,Terminated,06/14/2019,11/15/2018,12/03/1995,S,F - Female,A - Not Indic,Voluntary-No Reason Given
625,Terminated,09/16/2019,11/15/2018,10/19/1955,S,F - Female,A - Not Indic,Voluntary-Personal Reasons
626,Terminated,07/22/2019,11/15/2018,12/19/1991,S,F - Female,A - Not Indic,Voluntary-Another Job
627,Terminated,09/10/2019,11/15/2018,12/01/1982,S,F - Female,A - Not Indic,Voluntary-Personal Reasons
628,Terminated,02/19/2019,11/15/2018,10/13/1962,S,F - Female,A - Not Indic,Voluntary-Personal Reasons
629,Terminated,09/06/2019,11/15/2018,06/02/1968,M,F - Female,A - Not Indic,Voluntary-Health
630,Terminated,01/14/2019,11/15/2018,06/20/1992,S,F - Female,A - Not Indic,Voluntary-Return To School
631,Terminated,01/07/2019,11/15/2018,05/05/1951,M,F - Female,A - Not Indic,Voluntary-No Call/No Show
632,Terminated,03/16/2019,11/15/2018,10/03/1975,M,F - Female,A - Not Indic,Voluntary-Personal Reasons
633,Terminated,08/12/2019,11/15/2018,08/26/1996,S,F - Female,A - Not Indic,Voluntary-Reloc/Move
634,Terminated,05/14/2019,11/15/2018,01/23/1996,S,M - Male,A - Not Indic,Voluntary-Another Job
635,Terminated,02/19/2019,11/15/2018,01/02/1997,S,F - Female,A - Not Indic,Voluntary-Personal Reasons
636,Terminated,01/07/2019,11/15/2018,06/30/1973,M,M - Male,A - Not Indic,Voluntary-Another Job
637,Terminated,01/07/2019,11/15/2018,03/27/1980,S,F - Female,A - Not Indic,Voluntary-Another Job
638,Terminated,07/18/2019,11/15/2018,01/07/1981,S,F - Female,A - Not Indic,Voluntary-No Reason Given
639,Terminated,05/17/2019,11/15/2018,06/20/1983,M,M - Male,A - Not Indic,Voluntary-No Call/No Show
